"kcmc","xskcdm","kcdm","xf","kclb","kkxy","category","dl","lx"
"海洋光学基础","OC3034M（74190420）","OC3034M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋化学","OC3075M","OC3075M","2.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋化学实验","OC3076M","OC3076M","1.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋环境化学","OC3059M（74120190）","OC3059M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋环境流体力学","OC3062M（74190460）","OC3062M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋环境与气候变化","OC3060M（74121100）","OC3060M","2.0","专业课","海洋学院","国际化课程","gjhkc","zl"
"海洋机器人基础","OC1002M（74190610）","OC1002M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋结构动力学","OC3035M（74120900）","OC3035M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋科学基础","OC2001M（74190550）","OC2001M","4.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋能技术","OC3063M（74120540）","OC3063M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋人工智能基础","OC2004M（74190600）","OC2004M","3.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋生态学","OC3081M","OC3081M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋生态学实验","OC3082M","OC3082M","1.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋生物技术","OC3058M（74120380）","OC3058M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋数据分析方法","OC3072M（74120481）","OC3072M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋数值模拟","OC3048M（74190063）","OC3048M","3.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋天然产物化学及实验","OC3055M（74120410）","OC3055M","3.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋土木工程概论","CCEA3748M（12122870）","CCEA3748M","2.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"海洋信息学：通与观","OC3053M（74120851）","OC3053M","2.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋与人类","OC0600G（7416N001）","OC0600G","1.5","通识","海洋学院","全部课程","xk_n","bl"
"海洋装备与无人系统设计","OC3050M（74190440）","OC3050M","3.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋资源与大数据","OC3056M（74190520）","OC3056M","3.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋资源与能源工程设计","OC3051M（74190480）","OC3051M","3.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"海洋资源与能源开发利用工程技术","OC2012M","OC2012M","2.0","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"韩汉翻译基础","INTC2015M（23190320）","INTC2015M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"韩语Ⅰ","SIS1111G（041F0010）","SIS1111G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"韩语Ⅱ","SIS1112G（041F0020）","SIS1112G","3.0","通识","外国语学院","全部课程","xk_b","bl"
"汉唐考古","SAA2015M（04198280）","SAA2015M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"汉语（甲）Ⅱ","INTC1021M（23190280）","INTC1021M","3.0","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语（乙）Ⅱ","INTC1023M（23190300）","INTC1023M","3.0","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语口语与交际 Ⅲ","INTC1011M","INTC1011M","1.5","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语口语与交际 Ⅳ","INTC1015M","INTC1015M","1.5","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语听力训练 Ⅲ","INTC1012M","INTC1012M","1.5","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语听力训练 Ⅳ","INTC1016M","INTC1016M","1.5","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语影视欣赏","INTC2014M（23190310）","INTC2014M","2.0","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"汉语阅读与表达 Ⅲ","INTC1010M","INTC1010M","2.0","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉语阅读与表达 Ⅳ","INTC1014M","INTC1014M","2.0","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"汉字与东亚文化","HIST0100G（0411N004）","HIST0100G","1.5","通识","历史学院","全部课程","xk_n","bl"
"杭州地域文化","INTC2016M（23121130）","INTC2016M","1.5","专业课","国际教育学院","所有类（专业）","zy_qb","bl"
"航道工程学","OC3064M（74120090）","OC3064M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"航空航天技术概论","AA2014M（26120421）","AA2014M","2.0","专业课","航空航天学院","所有类（专业）","zy_qb","bl"
"航空综合控制技术","AA3039M（26120530）","AA3039M","2.0","专业课","航空航天学院","所有类（专业）","zy_qb","bl"
"合唱艺术","PPAE0732G（4817N007）","PPAE0732G","2.0","通识","公共体育与艺术部","全部课程","xk_n","bl"
"合成化学实验（上）","CHEM1103M","CHEM1103M","3.0","专业课","化学系","跨类(专业)选课","xk_1_1","bl"
"合成化学实验（下）","CHEM2110M","CHEM2110M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"合成生物学","BIO0707G（0717N008）","BIO0707G","1.0","通识","生命科学学院","全部课程","xk_n","bl"
"合成生物学概论","64190050","64190050","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"合同法","LAW2011M（02120750）","LAW2011M","3.0","专业课","光华法学院","所有类（专业）","zy_qb","bl"
"核材料基础","PHY2009M（76190070）","PHY2009M","3.0","专业课","物理学院","所有类（专业）","zy_qb","bl"
"核辐射与粒子探测","PHY3016M（76120080）","PHY3016M","3.0","专业课","物理学院","所有类（专业）","zy_qb","bl"
"核能","59120710","59120710","1.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"颌面部疼痛学","MED4817M（71120060）","MED4817M","2.0","专业课","口腔医学系","所有类（专业）","zy_qb","bl"
"互换性与技术测量","ME2106M（08195041）","ME2106M","1.5","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"户外拓展","PPAE0005G（40103400）","PPAE0005G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"华文文学与文化","LIT2111M（04124960）","LIT2111M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"化工安全与防腐","09191250","09191250","2.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"化工热力学","CBE2002M（09120261）","CBE2002M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工设计","CBE3010M（09188170）","CBE3010M","4.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工系统工程","CBE3035M（81120270）","CBE3035M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工原理（甲）Ⅰ","CBE2001F（811C0010）","CBE2001F","2.0","专业基础课程","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工原理（甲）Ⅱ","CBE2002F（811C0020）","CBE2002F","2.0","专业基础课程","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工原理（乙）","CBE2003F（811C0060）","CBE2003F","4.0","专业基础课程","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工原理实验（乙）","CBE2004F（811C0070）","CBE2004F","1.0","专业基础课程","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化工专业实验Ⅱ","CBE3023M（64120050）","CBE3023M","1.5","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化石与可再生能源","CBE3027M（81120090）","CBE3027M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化学测量学实验（上）","CHEM2111M","CHEM2111M","2.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"化学产品设计","CBE3015M（09193111）","CBE3015M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化学电源基础与应用","CBE3028M（81120100）","CBE3028M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"化学生物学实验","CHEM3218M（06123510）","CHEM3218M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"化学生物学与药物","PHAR4503M（19190790）","PHAR4503M","2.0","专业课","药学院","国际化课程","gjhkc","zl"
"化学信息学","CHEM3208M（77120170）","CHEM3208M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"环境催化原理及应用","ENVR2206M（14195440）","ENVR2206M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境地学","ENVR2111M（14120721）","ENVR2111M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境毒理学","ENVR2101M（14120101）","ENVR2101M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境工程制图","ENVR3210M（14195590）","ENVR3210M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境管理学","ENVR3116M（14120860）","ENVR3116M","3.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境社会学","PA2072M（24195470）","PA2072M","2.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
"环境生态工程","ENVR3208M（14195330）","ENVR3208M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境生态学","ENVR2312M（14120540）","ENVR2312M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境生物化学","ENVR2110M（14121231）","ENVR2110M","2.0","专业课","环境与资源学院","国际化课程","gjhkc","zl"
"环境生物学","ENVR3207M（14195160）","ENVR3207M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境数据分析","ENVR3108M（14121361）","ENVR3108M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境数据分析","14121362","14121362","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境微生物学","ENVR2205M（14120282）","ENVR2205M","4.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境微生物学实验","ENVR2001M（14120290）","ENVR2001M","1.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境卫生学","MED4401M（73120090）","MED4401M","4.0","专业课","公共卫生学院","所有类（专业）","zy_qb","bl"
"环境物理学","ENVR2102M（14120311）","ENVR2102M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境修复原理与工程技术","ENVR3303M（14121560）","ENVR3303M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境学","ENVR1101M（14121390）","ENVR1101M","1.5","专业课","环境与资源学院","跨类(专业)选课","xk_1_1","bl"
"环境仪器分析（甲）","ENVR2106M（14121260）","ENVR2106M","3.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境影响评价","ENVR3111M（14120870）","ENVR3111M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"环境资源法","LAW3012M（02120150）","LAW3012M","3.0","专业课","光华法学院","所有类（专业）","zy_qb","bl"
"环境资源信息系统","ENVR3313M（14120682）","ENVR3313M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"回归分析","06120640","06120640","3.5","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"回归分析","MATH3405M（82120640）","MATH3405M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"汇编语言程序设计基础","CS1009G（211G0080）","CS1009G","2.0","通识","计算机科学与技术学院","全部课程","xk_b","bl"
"汇编语言程序设计与调试","CS1024M1","CS1024M1","3.0","专业课","计算机科学与技术学院","跨类(专业)选课","xk_1_1","bl"
"会计学","ECON1003F（01122300）","ECON1003F","3.0","专业基础课程","经济学院","跨类(专业)选课","xk_1_1","bl"
"会计学","MGMT1002F（201A0030）","MGMT1002F","3.0","专业基础课程","管理学院","跨类(专业)选课","xk_1_1","bl"
"会展翻译","SIS2610M（05191450）","SIS2610M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"混合学习研讨班Ⅱ","CKC1002FZ（301Z0060）","CKC1002FZ","0.5","专业基础课程","竺可桢学院","专业基础课程","Z","bl"
"机电系统建模与仿真","58190050","58190050","2.0","专业课","机械工程学院","国际化课程","gjhkc","zl"
"机电系统设计与仿真","58120480","58120480","2.0","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"机器人导论","CSE2026M（86120071）","CSE2026M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"机器人导论","CSE1100M1","CSE1100M1","1.5","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"机器人关节电驱系统","EE3363M","EE3363M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"机器人建模与控制","CSE3005M（86120360）","CSE3005M","2.5","专业课","控制科学与工程学院","国际化课程","gjhkc","zl"
"机器人交叉创新设计与实践","CSE3172M（86120160）","CSE3172M","4.0","专业课","控制科学与工程学院","qbkc","xk_rdxkc",""
"机器人前沿","CSE3124M（86120490）","CSE3124M","1.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"机器人驱动与控制","ME3240M（58120601）","ME3240M","2.0","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"机器人学Ⅰ","CSE2101M（86120440）","CSE2101M","2.5","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"机器人与智能装备综合实践","ME3330M","ME3330M","2.0","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
